"decimalLongitude","decimalLatitude"
77.3,12.56
76.83,10.46
77.07777,8.968417
76.61198,12.269876
76.23075,10.061102
76.936165,12.717996
77.29444,12.920276
76.54581,9.432344
76.6105,12.358577
77.066895,10.064218
80.24381,12.810729
76.729034,11.418226
77.576164,8.593634
76.33878,11.29061
77.490776,12.931873
76.95374,10.32907
80.13698,13.234849
76.301025,9.595002
76.688736,10.129216
77.465515,10.209841
76.41094,11.470467
76.82851,11.075973
77.18108,9.576765
76.78838,11.072487
76.43967,10.170847
77.335014,8.8141
76.3698,10.312588
77.66112,12.777254
76.21739,11.646058
77.56625,13.029938
77.20658,10.014584
76.13103,10.481448
76.97642,8.38824
77.1074,11.039468
76.443275,10.165841
77.138016,10.431967
80.25019,13.089215
76.61498,9.205688
76.105865,11.794174
77.546486,9.598166
76.99313,8.411796
77.12201,11.902324
76.62254,11.557765
77.235756,10.400702
76.35741,9.524068
76.67347,12.027286
76.5641,12.35308
77.171234,9.09015
77.60914,11.975516
76.8046,11.4008
77.11197,10.188707
76.4333,9.5841
76.746414,12.27062
76.68225,12.424272
76.019104,11.529142
77.149605,9.470397
77.424774,8.672639
76.75602,10.302217
77.16741,9.601543
76.58005,11.721915
77.589134,13.051407
77.57298,12.822053
76.82002,11.335629
76.938614,10.321631
77.555534,8.421267
76.683365,11.468682
79.878784,12.593151
76.5902,12.3291
76.38622,9.493086
77.062675,10.084727
77.62029,13.064025
79.85327,12.560763
78.0428,9.872974
76.998314,10.1619
76.68917,10.131076
76.684746,10.225396
77.15016,9.73173
76.934,12.937227
76.429985,9.52744
77.51256,8.665195
77.60445,12.738055
79.96759,12.216104
77.812126,12.742855
76.9738,9.37505
78.50864,13.70576
76.64656,12.667708
76.12918,10.571775
77.66276,12.931494
77.24067,10.44966
76.10681,11.92672
78.0422,9.873005
77.228134,8.590017
76.22487,10.343027
77.68369,13.363791
77.576706,12.933782
79.990265,12.757423
76.618065,12.244869
79.46722,13.751802
76.93719,11.326948
77.570274,12.810982
76.763145,10.750395
76.66758,10.96014
78.2131,10.076
77.41705,8.668639
76.70659,10.466236
76.59944,11.307777
76.926636,9.644883
77.56475,8.6198
79.85342,10.679574
80.07282,13.022537
76.440155,10.171502
76.14809,11.73679
76.49379,9.516253
77.48497,8.469417
80.242584,12.803538
77.132904,10.421469
76.62946,11.665518
76.531425,10.625339
77.17408,10.27935
77.06071,10.136883
78.66235,12.33103
76.68843,10.82477
77.563866,8.420333
77.35836,8.52022
76.80503,10.52105
77.076675,10.057579
79.63126,10.648533
77.16359,12.255889
77.55988,8.477683
76.573524,10.503111
77.38133,8.77935
76.79712,10.474122
79.37491,10.303408
76.69641,11.411043
76.07354,11.864663
76.9057,11.3629
76.21719,11.275727
77.5285,8.535033
77.5635,8.667334
77.32709,13.740661
76.70351,10.107578
78.213974,10.12067
76.218796,11.275843
76.4309,9.628962
77.428734,12.57481
76.75636,10.393283
76.68404,11.478228
77.1177,8.874667
76.38114,9.519186
77.07678,8.766777
76.75003,12.29449
77.12969,8.709051
78.21922,11.774604
77.14188,11.969471
77.45636,8.67509
77.576416,12.796988
79.40008,10.985009
76.82615,12.412269
76.46048,10.44635
77.558365,8.618433
76.09508,11.87697
76.67236,12.298474
76.089676,12.327696
79.13677,12.935655
80.2249,12.9463
76.237885,9.959313
76.43463,12.124965
77.45622,8.649389
77.316284,12.72801
77.34651,8.680842
76.41419,12.23088
76.07012,10.650325
79.4192,13.6288
77.634125,12.971521
77.526085,8.517966
77.613235,12.996069
76.25825,9.968893
77.48,10.23
76.707664,10.204766
76.497086,9.685796
76.27619,11.884685
76.433945,9.552847
76.64411,11.526872
77.72667,12.981667
80.21839,12.900543
77.39332,8.367
77.1,13.34
76.40772,11.70528
76.58155,11.631602
77.57708,13.111236
77.16857,9.603268
77.056114,10.341945
77.20718,10.312786
77.31097,8.685418
77.6188,13.108445
76.5354,11.062853
76.68344,10.45975
77.60193,12.964413
76.64514,12.299147
80.191536,12.620452
80.18517,12.630623
76.70632,10.216288
76.36981,9.460669
76.848785,12.32445
76.38854,9.462608
77.016235,10.131434
76.06542,11.070661
76.472824,10.290071
78.74515,10.835528
77.01873,10.824926
77.58,13.12
76.68174,8.76947
77.596436,12.97378
76.67064,10.462944
77.21945,10.35245
80.18302,13.031809
77.5312,8.516417
76.166664,11.616667
76.21018,11.280269
76.67356,10.528319
77.21754,8.857577
76.27016,11.938528
76.713715,10.408466
76.38111,11.63353
77.33933,8.800222
77.06501,10.08151
77.36889,12.975878
77.0688,10.054665
77.30014,12.749639
77.09122,9.46465
77.60829,13.058573
77.12231,10.126047
76.56594,11.06799
76.356064,10.581667
77.6126,8.664567
77.56897,10.044585
77.80828,10.302041
77.583336,12.983333
76.714134,10.133404
76.775795,10.392809
77.47408,8.654833
76.917854,12.519877
77.486694,12.741448
77.48726,10.238067
76.64894,11.738596
76.68,11.38
76.4987,10.381483
79.55414,10.451217
76.64972,12.307222
76.93664,8.524138
77.069756,9.417405
77.20487,8.554541
77.42482,8.780867
77.58,13.02
77.02107,10.330963
80.01099,12.265599
76.723946,8.882584
77.57411,13.00922
77.42259,12.846184
76.66791,12.301036
76.971886,9.529514
77.52918,9.466386
76.91105,12.629295
77.51517,8.643278
76.73126,11.60583
77.48693,12.86291
78.26987,10.129251
77.59456,12.9716
77.4467,12.260197
76.77169,10.167531
77.72721,12.183671
76.3838,10.16442
76.66494,10.13156
77.57133,13.085732
78.1777,10.0988
80.200165,12.616822
76.66,12.35
77.940994,10.340785
77.15797,13.339149
77.63685,12.62744
76.755104,10.11871
77.64,13.04
76.54836,10.684957
76.383789,9.547292
76.08049,12.343356
76.05681,11.949655
76.65295,10.641916
78.67329,10.814907
77.666626,13.047665
76.73732,10.140183
76.31285,12.080344
76.153336,12.048725
76.26693,10.40767
77.58,12.98
80.28312,13.066968
77.5677,8.623967
77.2244,9.955183
77.10904,11.757853
78.22384,10.092111
76.03912,11.548653
80.248215,12.797573
79.94704,12.200191
76.544304,12.273055
77.1927,9.5658
76.6991,11.409
78.1176,9.916942
77.168655,10.147508
77.18258,11.796037
77.53,12.83
76.59913,9.991579
77.56564,13.022143
77.46308,8.725
77.21054,10.329274
80.24993,12.915338
76.5408,11.492431
76.64468,11.53039
76.95947,12.697448
76.37103,10.151479
77.98918,8.650667
77.56275,8.595783
77.57008,8.629617
76.23366,11.736033
77.20226,8.912981
77.14788,9.72115
77.60906,13.069912
80.17312,12.926854
77.052536,10.071707
76.97275,8.395918
76.68459,11.389709
77.572014,13.053974
76.7245,10.40295
76.61936,12.314107
77.18048,9.617167
76.31834,12.233334
76.64579,12.308628
77.796005,12.994411
77.05612,8.905715
77.36878,8.797517
76.369995,10.529976
76.83138,12.371023
76.26583,11.925806
76.2794,9.971493
76.10776,12.338032
76.603836,10.30215
77.07198,8.981684
76.68193,11.544995
80.19922,12.616509
76.9766,10.450368
76.41939,9.632796
77.11594,11.468769
77.20262,10.306904
76.24857,9.985285
76.96972,10.457908
77.18338,10.313948
76.93594,12.874063
77.365166,8.78665
77.44426,13.216384
76.620636,8.948227
76.6332,12.3102
76.546196,11.883512
80.186,12.615
76.0968,10.50486
76.76669,10.531777
76.84325,12.363017
77.477554,8.629416
77.09835,10.066427
77.33927,9.366501
77.59,12.79
76.43698,10.171963
76.68405,10.530514
76.68712,11.484367
76.71297,8.883915
76.46105,10.14149
76.52255,10.630734
77.158035,9.621094
77.3492,12.279667
76.68745,11.395123
76.96445,10.975046
77.26584,10.028619
76.90915,12.2156
76.150986,12.339472
76.972855,8.395494
76.9661,9.788474
76.7063,10.108419
77.05845,12.628613
